Date	Player	Character	Topic	
Aug 25	James	Roji	Inv. History: Davidas' Forces	Davidas's forces only began to develop and expand during the Age of Chorus. Dominantly made up of Corrupter demons, Davidas' forces are spread all over the world and on nearly ever battle field representing a variety of sides. These Corrupter demons specialize in whispering temptations into the ears of the desperate, afraid, or greedy, and make deals to change the course of the future. Often this happens as they convince soldiers to switch sides, trick people into betraying their friends and allies, or promising great fortune and future for taking part in their machinations. While not the forefront demons in the War of Faces, the corrupter demons of Davidas' forces were deeply involved in a number of incidents and situations to deceive humanity and support and provide cover to their shapeshifter counterparts.
Aug 25	James	Roji	Slaughter Livestock: family of Ninette Noirot	
Aug 25	Amy Patterson	Earnest	Investigate Rumors: the Map of Myre as referred to in the Assassin	- Rumor has it, someone hanging around the Moldy Whale Tavern in Cole is selling a copy of the map of Myre - Rumor has it, Johan Lukas has gone into hiding and is producing maps of Myre to fund their new life - Rumor has it, the Shrike now has a map of Myre - Rumor has it, the maker of the map was assassinated and body dumped so they cannot make another copy - Rumor has it, even if a map of Myre is made, the city is ever-changing on the whims of the Kings and will never be accurate
Aug 25	Jenni Powell	Vennetta	Political Insight: Maiden Nephele	Age 32, Maiden Nephele is on the cusp age for allowance to become the next Queen, likely only able to do so if the next is chosen quickly. Maiden Nephele serves the nation in Arei where she dominantly oversees trade agreements and the protection and defense of overland trade routes and supply lines between the Empire and its allies of the Western Expanse Alliance. Consulting regularly with Head of Finance, Lord Rémy of Flurdaine, they work together to keep the nation financially stable and sustainable. Some years ago now, she gained herself the dubious recognition of having signed Prince Harvester's petition for Rules of Society recognition, but in doing so had all of the Celestine Empire's foodstores replenished to capacity and is recognized for saving the nation from widespread starvation under the Mists. She often works closely with Maiden Annabelle Grace, who oversees the Legion of Esparei in Arei, but does not lead a legion or a large military force herself.
Aug 25	Marc	Hieronymous	Etiquette: making contact with the Necromancer's Tower in Nadine Empire	The Necromancer's Tower in the Nadine Empire is their leading academic institution regarding magic, and had close ties to the Black Tower in Ad Decimum. Contacting the Necromancer's Tower should not cause any particular upset unless rudeness is being directed at them.
Aug 25	Trent Wasko	Damson	Political Insight: Jules Ceien (Head of House)	
Aug 25	Trent Wasko	Damson	Poltical Insight: Sir Godefroy Valance	Lord Commander and Liege Knight, head of the Rose Knights.  While the Queen and handmaidens lead the army, the Rose Knights oversee the general security of the realm (in charge during peacetimes). adopted a young girl he found trying to enlist with the military at age 10
Aug 25	Trent Wasko	Damson	Political Insight: Leila Bell	Known for wearing elaborate dresses and has a fondness for fashion.
Aug 25	Trent Wasko	Thimblethread	Political Insight: The Plague King	
Aug 25	Trent Wasko	Thimblethread	Political Insight: The Eroded King	
Aug 25	Kit	Ke'wyn	Slaughter Livestock x14: Tika'ia families	
Aug 25	Savannah	Itzel	1 gold & 4 econ towards building new clinics	
Aug 25	Savannah	Itzel	1 gold & 1 econ towards soup kitchen	
Aug 25	Savannah	Itzel	20 econ infl towards helping non-returned families obtain resources for food, medicine, and shelter	
Aug 25	Malik	Alys Sharpe	Guard Duty: assigned to keeping CT supply lines open: 25 soldiers, 10 recruits, 2 officers	
Aug 25	Amy Walsh	Illiana	Investigate Rumors + HP: "rumor has it, Arielle of Hastings has ordered the assination of the Voice of Chorus for tresspassing in her capital"	There seems to be a solid basis of truth to this rumor, though it may be exaggerated in some manner.
Aug 25	Amy Walsh	Illiana	Investigate Rumors + HP: "rumor has it, due to a curse when she was young, Princess Arielle cannot produce an heir"	This rumor remains unclear. While there is evidence she was the recipent of a curse when she was young, the nature of that curse seems to be a well-guarded secret.
Aug 25	Amy Walsh	Illiana	Investigate Rumors + HP: "red eyes in the woods" and animal maulings	There seems to be much truth to this rumor, though no details can be provided.
Aug 25	Taylor Johnson	Cian	Inv. History: Qualities of moonstone, why might it be used for a moonstone pendant?	Moonstone is not actually stone of the moon, but simply a unique gem stone found in deep mines on Adelrune. Because the stone is a pale white or grey in color and seems to glow with an inner light, it has been given the name "moonstone," and is popular among underworld groups and those who prefer to travel and trade under the cover of night. There is no exceptional value in moonstone beyond its ability to take enchantments very well, and personal preference for the pretty stone in jewelry as it can be cut and shaped in a variety of ways.
